PID,ssdl:notation,location,Date,Long,Lati
1884-Everla-EMU,Round,"Galveston, TX",1884,-94.7833,29.3
1884-Gospel-EMU,Round,"Cincinnati, OH",1884,-84.45,39.15
1884-Gratef-EMU,Round,"Cincinnati, OH",1884,-84.45,39.15
1884-Harves-EMU,Round,"Cincinnati, OH",1884,-84.45,39.15
1884-Hymnbo-EMU,Nil,"Philadelphia, PA",1884,-75.15,39.95
1884-Jesus1-EMU,Round,"Cincinnati, OH; New York, NY",1884,-84.45;-74,39.15;40.7
1884-Ourson-EMU,Round,"Cincinnati, OH;New York, NY;Chicago, IL",1884,-84.45;-74;-87.65,39.15;40.7;41.85
1884-Praise-EMU,Numeral staff,"Cincinnati, OH",1884,-84.45,39.15
1884-Sabbat-EMU,Seven-shape Aikin,"Dayton, VA",1884,-78.9333,38.4
1884-Temple-EMU,Seven-shape Aikin,"Cincinnati, OH;Chicago, IL;New York, NY",1884,-84.45;-87.65;-74,39.15;41.85;40.7
1885-Freshf-EMU,Round,"Boston, MA;New York, NY;Philadelphia, PA;Chicago, IL",1885,-71.05;-74;-75.15;-87.65,42.35;40.7;39.95;41.85
1885-Golden-EMU,Round,"Romney, WV",1885,-78.75,39.3333
1885-Holyma-EMU,Round,"Columbia, TN",1885,-87.0333,35.6
1885-Lofzan-EMU,Round,"Cincinnati, OH",1885,-84.45,39.15
1885-Popula-EMU,Round,"Covington, KY",1885,-84.5,39.0833
1885-Revise-EMU,Nil,"Richmond, VA",1885,-77.45,37.55
1885-Zionso-EMU,Seven-shape Aikin,"Dayton, VA",1885,-78.9333,38.4
1886-Carols-EMU,Round,"Atlanta, GA",1886,-84.3833,33.7333
1886-Childr-EMU,Round,"Cincinnati, OH",1886,-84.45,39.15
1890-Gospel-EMU,Round;Numeral staff,"Barnesville, GA",1890,-84.15,33.05
1886-Greata-EMU,Round,"Cincinnati, OH;Chicago, IL;New York, NY",1886,-84.45;-87.65;-74,39.15;41.85;40.7
1886-Joyand-EMU,Round,"Cincinnati, OH",1886,-84.45,39.15
1886-Newli1-EMU,Nil,"Nashville, TN",1886,-86.761,36.154
1886-Stream-EMU,Round,"Columbia, TN",1886,-87.0333,35.6
1887-Songs1-EMU,Numeral staff,"Cincinnati, OH",1887,-84.45,39.15
1887-Songs2-EMU,Numeral staff,"Cincinnati, OH",1887,-84.45,39.15
1888-Gesang-EMU,Nil,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY",1888,-84.45;-87.65;-90.1833;-74,39.15;41.85;38.6167;40.7
1888-Hymnst-EMU,Seven-shape Aikin,"Dalton, GA",1888,-84.9667,34.7667
1888-Ournew-EMU,Seven-shape Aikin,"Bowman, GA",1888,-83.0167,34.2
1888-Royalp-EMU,Round,"Cincinnati, OH;Chicago, IL;New York, NY",1888,-84.45;-87.65;-74,39.15;41.85;40.7
1888-Sabbat-EMU,Round,"Savannah, GA",1888,-81.1,32.0833
1888-Songso-EMU,Round,"Cincinnati, OH",1888,-84.45,39.15
1892-Standa-EMU,Round,"Cincinnati, OH; Louisville, KY",1888,-84.45;-85.75,39.15;38.25
1889-Budsan-EMU,Round,"Baltimore, MD",1889,-76.6,39.2833
1889-Christ-EMU,Round,"Nashville, TN",1889,-86.761,36.154
1889-Cumber-EMU,Round,"Nashville, TN",1889,-86.761,36.154
1889-Easte1-EMU,Round,"Cincinnati, OH;Chicago, IL;New York, NY",1889,-84.45;-87.65;-74,39.15;41.85;40.7
1889-Evange-EMU,Nil,"Baltimore, MD",1889,-76.6,39.2833
1889-Gospel-EMU,Round,"Cincinnati, OH",1889,-84.45,39.15
1889-Hymnan-EMU,Seven-shape Aikin,"Nashville, TN",1889,-86.761,36.154
1889-Hymnsf-EMU,Nil,"Baltimore, MD?",1889,-76.6,39.2833
1889-Missio-EMU,Round,"Cincinnati, OH;Chicago, IL;New York, NY",nan,-84.45;-87.65;-74,39.15;41.85;40.7
1889-Newvoi-EMU,Round,"Dalton, GA",1889,-84.9667,34.7667
1889-Ourhym-EMU,Nil,"Nashville, TN",1889,-86.761,36.154
1889-Sacred-EMU,Round,"Andersonville, TN",1889,-84.0333,36.1833
1889-Songge-EMU,Seven-shape Aikin,"Temple, TX",1889,-97.3333,31.0833
1889-Window-EMU,Round,"Baltimore, MD",1889,-76.6,39.2833
188x-Songso-EMU,Round,"Washington, D. C.; South Bend, Ind.; New York, N. Y.",nan,-77;-86.25;-74,38.8333;41.6833;40.7
1890-Christ-EMU,Round,"Cincinnati, OH;New York, NY",1890,-84.45;-74,39.15;40.7
1890-Mornin-EMU,Round,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY",1890,-84.45;-87.65;-90.1833;-74,39.15;41.85;38.6167;40.7
1890-Pureso-EMU,Round,"Macon, GA;Nashville, TN;St. Louis, MO",1890,-83.6167;-86.761;-90.1833,32.8333;36.154;38.6167
1892-Reviva-EMU,Round,"Atlanta, GA",1890,-84.3833,33.7333
1890-YMCAgo-EMU,Round,"Chicago, IL",1890,-87.65,41.85
1891-Bright-EMU,Round,"Baltimore, MD",1891,-76.6,39.2833
1891-Select-EMU,Nil,"Wilmington, DL",1891,-75.5333,39.7333
1891-Servic-EMU,Round,"Nashville, TN",1891,-86.761,36.154
1891-Songsf-EMU,Round,"Cincinnati, OH;New York, NY",1891,-84.45;-74,39.15;40.7
1891-Soothi-EMU,Round,"Kansas City, MO",1891,-94.5667,39.0833
1892-Gabrie-EMU,Round,"Louisville, KY",1892,-85.75,38.25
1892-Songso-EMU,Round,"Richmond, VA",1892,-77.45,37.55
1892-Womans-EMU,,"Baltimore, MD",1892,-76.6,39.2833
1892-Wordso-EMU,Seven-shape Aikin,"Nashville, TN",1892,-86.761,36.154
1893-Epwort-EMU,Round,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY",1893,-84.45;-87.65;-90.1833;-74,39.15;41.85;38.6167;40.7
1893-Harpof-EMU,Round;Seven-shape Hood,"Petersburg, VA",1893,0,0
1893-Hearts-EMU,Round,"Cincinnati, OH;New York, NY",1893,-84.45;-74,39.15;40.7
1893-Hymnso-EMU,Round,"Richmond, VA",1891,-77.45,37.55
1893-Inhisn-EMU,Round,"Baltimore, MD",1893,-76.6,39.2833
1893-Lifean-EMU,Round,"Cincinnati, OH;New York, NY",1893,-84.45;-74,39.15;40.7
1893-McInto-EMU,Round,"Macon, GA",1893,-83.6167,32.8333
1893-Messen-EMU,Round,"Dayton, VA",1893,-78.9333,38.4
1893-Musicf-EMU,Round;Seven-shape Hood,"St. Louis,  MO",1893,-90.1833,38.6167
1893-Psalms-EMU,Seven-shape Aikin,"Knoxville, Tenn.;Bridgewater, VA",1893,-83.9167;-78.9667,35.95;38.3667
1894-Blosso-EMU,Round,"Dalton, GA;Dallas, TX;Huntingdon, PA",1894,-84.9667;-96.8;-78,34.7667;32.7833;40.4833
1894-Bright-EMU,Round,"Vicksburg, MS",1894,-90.8667,32.35
1894-Crowni-EMU,Round,"Dalton, GA;Dallas, TX;Huntingdon, PA",1894,-84.9667;-96.8;-78,34.7667;32.7833;40.4833
1894-Lifean-EMU,Round,"Cincinnati, OH",1894,-84.45,39.15
1894-Reviva-EMU,Round,"Dalton, GA;Dallas, TX;Huntingdon, PA",1894,-84.9667;-96.8;-78,34.7667;32.7833;40.4833
1894-Select-EMU,Round,"Cincinnati, OH",1894,-84.45,39.15
1895-Chris1-EMU,Round,"St. Louis, MO",1895,-90.1833,38.6167
1895-Glowin-EMU,Seven-shape Aikin,"Atlanta, GA",1895,-84.3833,33.7333
1895-Gospe1-EMU,Round,"Cincinnati, OH;New York, NY;Chicago, IL",1895,-84.45;-74;-87.65,39.15;40.7;41.85
1895-Gospe2-EMU,Round,"Louisville, KY",1895,-85.75,38.25
1897-Nation-EMU,Round,"Nashville, TN",1895,-86.761,36.154
1897-Little-EMU,Round,"Atlanta, GA;Cincinnati, OH;Kansas City, MO",1897,-84.3833;-84.45;-94.5667,33.7333;39.15;39.0833
1897-Wonder-EMU,Round,"Baltimore, MD",1897,-76.6,39.2833
1898-Fillmo-EMU,Round,"Cincinnati, OH;New York, NY",1898,-84.45;-74,39.15;40.7
1899-Fillmo-EMU,Round,"Cincinnati, OH;New York, NY",1898,-84.45;-74,39.15;40.7
1898-Gospel-EMU,Round,"Bridgewater, VA",1898,-78.9667,38.3667
1898-Happyv-EMU,Round,"Waco, TX",1898,-97.1333,31.5333
1898-Hymnbo-EMU,Nil,"Nashville, TN",1898,-86.761,36.154
190x-Missio-EMU,Round;Seven-shape Aikin,"Athens, GA",190X,-83.3667,33.95
1855-Liturg-BRU,Nil,"Baltimore, MD",1855,-76.6,39.2833
1859-Sacred-BRU,Round,"Boston, MA; New York, NY; Cincinnati, OH",1859,-71.05;-74;-84.45,42.35;40.7;39.15
1861-Contra-BRU,Nil,,nan,0,0
1864-Lieder-BRU,,"New York, NY; Cincinnati, OH",1864,-74;-84.45,40.7;39.15
1864-Singvo-BRU,,"Cincinnati, OH; Berlin",1864,-84.45;13.4,39.15;52.516667
1872-Happym-BRU,Nil,"Providence, RI",1872,-71.4,41.8167
1874-Songso-BRU,Nil,,nan,0,0
1875-Songfr-BRU,Nil,"Boston, MA",1875,-71.05,42.35
1888-Reviva-BRU,,,nan,0,0
1893-Collec-BRU,,"Chicago, IL",1893,-87.65,41.85
1897-Spirit-BRU,Nil,"Boston, MA",1897,-71.05,42.35
18xx-Funera-BRU,Nil,"Boonsboro, MD",18xx,-75.85,38.95
1903-Fillmo-BRU,,,nan,0,0
1904-Worldf-BRU,Round,"Chicago, IL",1904,-87.65,41.85
1908-Concor-BRU,,"Saint Louis, MO",1908,-90.1833,38.6167
1911-Golden-BRU,,"Dallas, TX",1911,-96.8,32.7833
1911-Mostpo-BRU,Round,"New York City, NY",1911,-74,40.7
1912-Messen-BRU,,,nan,0,0
1912-Oldtim-BRU,Seven-shape Aikin,Texarkana,1912,0,0
1912-Somecu-BRU,Nil,"College Station, TX",1912,-96.3333,30.6167
1918-Darkey-BRU,Round,"New York City, NY",1918,-74,40.7
1918-Negros-BRU,Round,"Hollywood, CA;Boston, MA",1918,-118.3167;-71.05,34.0833;42.35
1918-Oldmel-BRU,,"Chicago, IL",1918,-87.65,41.85
1920-Baptis-BRU,Nil,"[Honaker, VA]",1920,-81.9667,37
1923-Ohthel-BRU,Round,"Cincinnati, OH;New York, NY;London, England",1923,-84.45;-74;-.093145,39.15;40.7;51.514248
1923-Spirit-BRU,,"London, England",1923,-.093145,51.514248
1924-Deepri-BRU,Round,New York,1924,-74,40.7
1924-Wereyo-BRU,Round,New York,1924,-74,40.7
1925-OLordI-BRU,Round,"Boston, MA",1925,-71.05,42.35
1925-TenNeg-BRU,,"Boston, MA;New York, NY",1925,-71.05;-73.9667,42.35;40.7833
1850-Baptis-EMU,,"Cincinnati, OH",1850,-84.45,39.15
190x-Nation-MTS,,"Nashville, TN",1906,-86.761,36.154
19xx-Tobacc-MTS,,"Raleigh, NC",19xx,-78.6333,35.7667
19xx-Godlea-MTS,,"Chicago, IL",19xx,-87.65,41.85
1932-Fortys-MTS,Round,"Chicago, IL",1932,-87.65,41.85
192x-Gospel-MTS,Round;Seven-shape Aikin,"Chicago, IL",192x,-87.65,41.85
1928-Sparkl-MTS,Seven-shape Aikin,"Jacksonville, TX; Chattanooga, TN",1928,-95.2667;-85.3,31.95;35.0333
1928-Heaven-MTS,Seven-shape Aikin,"Athens, GA",1928,-83.3667,33.95
1925-Womens-MTS,Round,"Dayton, OH; New York, New York; Chicago, IL",1925,-84.1833,39.75
1925-Winnin-MTS,Seven-shape Aikin,"Asheville, NC",1925,-82.55,35.6
1925-Songs2-MTS,Round,"Los Angeles, CA",1925,-118.2333,34.05
1925-Songs1-MTS,Seven-shape Aikin,"Athens, AL",1925,-86.9667,34.8
1925-Signal-MTS,Seven-shape Aikin,"Knoxville, TN; Texarkana, AR; Abilene, TX",1925,-83.9167;-99.7167,35.95;32.4333
1926-Scelta-MTS,Seven-shape Aikin,"Hudson, NC",1925,-81.4833,35.8333
1925-Musikl-MTS,Round,"Little Rock, AR",1925,-92.2833,34.7333
1925-Master-MTS,Round,"Knoxville, TN",1925,-83.9167,35.95
1925-Living-MTS,Round,"Chicago, IL",1925,-87.65,41.85
1925-Joybe2-MTS,Seven-shape Aikin,"Chattanooga, TN",1925,-85.3,35.0333
1925-Joybe1-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",1925,-97.1333;-90.0333,31.5333;35.1333
1925-Jehova-MTS,Round,"Fort Worth, TX",1925,-97.3167,32.7167
1925-Instit-MTS,Round,"New York, NY;Cincinnati, OH",1925,-74;-84.45,40.7;39.15
1925-Heaven-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1925,-87.3333,35.2333
1925-Harbor-MTS,Seven-shape Aikin,"Dallas, TX;Pangburn, AR;Chattanooga, TN",1925,-96.8;-91.8333;-85.3,32.7833;35.4167;35.0333
1925-Aframe-MTS,Round,"New York, NY",1925,-74,40.7
1924-Wonder-MTS,Round,"Cincinnati, OH",1924,-84.45,39.15
1924-Songsf-MTS,Round,"Cincinnati, OH",1924,-84.45,39.15
1924-Livin2-MTS,Seven-shape Aikin,"Hudson, NC",1924,-81.4833,35.8333
1924-Livin1-MTS,Seven-shape Aikin,"Lawrenceburg, TN;Jacksonville, TX;Greenville, SC",1924,-87.3333;-95.2667;-82.3833,35.2333;31.95;34.85
1924-Joytot-MTS,Seven-shape Aikin,"Little Rock, AR;Temple, TX;Clovis, NM;Greenville, TN;Gainesville, GA",1924,-92.2833;-97.3333;-103.2;-86.8833;-83.8167,34.7333;31.0833;34.4;36.2833;34.2833
1924-Hisvoi-MTS,Seven-shape Aikin,"Lawrenceburg, TN;Jacksonville, TX;Greenville, SC",1924,-87.3333;-95.2667;-82.3833,35.2333;31.95;34.85
1924-Herald-MTS,Seven-shape Aikin,"Oklahoma City, OK",1924,-97.5,35.4667
1924-Heave2-MTS,Seven-shape Aikin,"Greenville, SC",1924,-82.3833,34.85
1924-Heave1-MTS,Seven-shape Aikin,"Athens, GA",1924,-83.3667,33.95
1924-Gospel-MTS,Seven-shape Aikin,"Dallas, GA; Ty Ty, GA; Dothan, AL",1924,-96.8;-83.6333;-85.3833,32.7833;31.4667;31.2167
1924-Easter-MTS,Round,"Baltimore, MD",1924,-76.6,39.2833
1924-Collec-MTS,Round,"New York, NY",1924,-74,40.7
1924-Christ-MTS,Seven-shape Aikin,"Chattanooga, TN",1924,-85.3,35.0333
1924-Allfor-MTS,Seven-shape Aikin,"Birmingham, AL",1924,-86.8,33.5167
1923-Songla-MTS,Seven-shape Aikin,"Little Rock, AR;Athens, GA",1923,-92.2833;-83.3667,34.7333;33.95
1923-Select-MTS,Seven-shape Aikin,"Louisville, KY",1924,-85.75,38.25
1923-Newmel-MTS,Seven-shape Aikin,"Asheville, NC;Sulphur Springs, TX",1923,-82.55;-95.6,35.6;33.1333
1923-Kingof-MTS,Round,"Cincinnati, OH",1923,-84.45,39.15
1923-Junior-MTS,Round,"St. Louis, MO",1923,-90.1833,38.6167
1923-Callch-MTS,Seven-shape Aikin,"Corinth, MS",1923,-88.5167,34.9333
1923-Awaken-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1923,-87.3333,35.2333
1922-Songso-MTS,Seven-shape Aikin,"Chattanooga, TN;Plant City, FL",1922,-85.3;-82.1,35.0333;28.0167
1922-Revive-MTS,Round,"Dallas, TX;Chattanooga, TN",1922,-96.8;-85.3,32.7833;35.0333
1922-Ninety-MTS,Seven-shape Aikin;Round,"Trion, GA",1922,-85.3,34.5333
1922-Hymnsw-MTS,Round,"Chattanooga, TN",1922,-85.3,35.0333
1922-Hallel-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1922,-87.3333,35.2333
1922-Glorys-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",1922,-97.1333;-90.0333,31.5333;35.1333
1922-Beulah-MTS,Seven-shape Aikin,"Asheville, NC",1922,-82.55,35.6
1927-Vaugha-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1921,-87.3333,35.2333
1921-Songsf-MTS,Round,"Nashville, TN;Dallas, TX;Richmond, VA",1921,-86.761;-96.8;-77.45,36.154;32.7833;37.55
1921-Reviva-MTS,Seven-shape Aikin,"Dayton, VA",1921,-78.9333,38.4
1921-Musict-MTS,Seven-shape Aikin,"Hudson, NC",1921,-81.4833,35.8333
1921-Glorye-MTS,Seven-shape Aikin,"Asheville, NC;Comanche, TX",1921,-82.55;-98.6,35.6;31.8833
1921-Glorio-MTS,Seven-shape Aikin,"Saltillo, MS;Springfield, MO;Dallas, TX;Pell City, AL",1921,-88.6667;-93.2833;-96.8;-86.2833,34.3667;37.2;32.7833;33.5833
1921-Elmhur-MTS,Round,"St. Louis, MO;Chicago, IL",1921,-90.1833;-87.65,38.6167;41.85
1921-Alexan-MTS,Round,"Philadelphia, PA",1921,-75.15,39.95
1920-Songs3-MTS,Round,"Atlanta, GA",19XX,-84.3833,33.7333
1920-Songs1-MTS,Round,"Atlanta, GA",1920,-84.3833,33.7333
1920-Songan-MTS,Seven-shape Aikin,"Basic, VA",1920,-78.8741901,38.0709693
1920-Practi-MTS,Seven-shape Aikin,"Dayton, VA",1920,-78.9333,38.4
1920-Newper-MTS,Round,"Lawrenceburg, TN",1920,-87.3333,35.2333
1920-Highwa-MTS,Seven-shape Aikin,"Dalton, GA;Dallas, TX;Chattanooga, TN",1920,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1920-Heaven-MTS,Seven-shape Aikin,"Athens, GA",1920,-83.3667,33.95
1918-Harves-MTS,Seven-shape Aikin,"Altanta, GA",1920,-84.3833,33.7333
1920-Evange-MTS,Seven-shape Aikin,"Knoxville, TN;Little Rock, AR",1920,-83.9167;-92.2833,35.95;34.7333
1920-Bellso-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",1920,-97.1333;-90.0333,31.5333;35.1333
1919-Trutha-MTS,Seven-shape Aikin,"Hudson, NC",1919,-81.4833,35.8333
1919-Songso-MTS,Seven-shape Aikin,"Dayton, TN",1919,-85,35.4833
1919-Crowns-MTS,Seven-shape Aikin,"Dalton, GA;Dallas, TX;Chattanooga, TN",1919,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1919-Carols-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",1919,-97.1333;-90.0333,31.5333;35.1333
1914-Victor-MTS,Seven-shape Aikin,"Bethlehem, GA",1914,-83.7,33.9167
1918-Towner-MTS,Round,"Chicago, IL",1918,-87.65,41.85
1919-Shinin-MTS,Seven-shape Aikin,"Belmont, MS",1918,-88.2,34.5
1918-Reviv2-MTS,Round,"Dalton, GA;Dallas, TX;Chattanooga, TN",1918,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1918-Reviv1-MTS,Seven-shape Aikin,"Fort Worth, TX",1918,-97.3167,32.7167
1918-Planta-MTS,Round,"Chicago, IL;Philadelphia, PA",1918,-87.65;-75.15,41.85;39.95
1918-Heaven-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1918-Heaven-MTS,-87.3333,35.2333
1918-Gladne-MTS,Seven-shape Aikin,"Hudson, NC",1918,-81.4833,35.8333
1918-Beauti-MTS,Seven-shape Aikin,"Saltillo, MS;Pell City, AL;St. Louis, MO;Springfield, MO;Pleasant Point, TN",1918,-88.6667;-87.3667;-93.2833;-86.2833;-90.1833,34.3667;35.1333;37.2;33.5833;38.6167
1917-Servic-MTS,Round,"New York, NY",1917,-74,40.7
1917-Praise-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1917,-87.3333,35.2333
1917-Nearth-MTS,Seven-shape Aikin,"Hudson, NC",1917,-81.4833,35.8333
1917-Modern-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1917,-87.3333,35.2333
1917-Guidin-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN;Asheville, NC",1917,-97.1333;-90.0333;-82.55,31.5333;35.1333;35.6
1917-Glorye-MTS,Seven-shape Aikin,"Bessemer, AL",1917,-86.95,33.4
1917-Garden-MTS,Seven-shape Aikin;Round,"Basic, VA",1917,-78.8833,38.0667
1917-Eureka-MTS,Seven-shape Aikin,,1917,0,0
1916-Praise-MTS,Seven-shape Aikin,"Dalton, GA;Dallas, TX;Chattanooga, TN",1916,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1916-Gleane-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",1916,-97.1333;-90.0333,31.5333;35.1333
1916-Gladne-MTS,Seven-shape Aikin,"Hudson, NC",1916,-81.4833,35.8333
1915-Soulwi-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1915,-87.3333,35.2333
1915-Songso-MTS,Round,"Cincinnati, OH",1915,-84.45,39.15
1915-Immanu-MTS,Seven-shape Aikin,"McRae, GA",1915,-82.9,32.0667
1915-Heaven-MTS,Seven-shape Aikin,"Athens, GA",1915,-83.3667,33.95
1915-HamRam-MTS,Round,"Chattanooga, TN",1915,-85.3,35.0333
1915-Carolc-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1915,-87.3333,35.2333
1914-Tenles-MTS,Round;Seven-shape Aikin,"Lawrenceburg, TN",1914,-87.3333,35.2333
1914-Praise-MTS,Round,"Springfield, Missouri",1914,-93.2833,37.2
1914-Perenn-MTS,Seven-shape Aikin,"Dalton, GA;Dallas, TX;Chattanooga, TN",1914,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1914-Eureka-MTS,Seven-shape Aikin,"Stigler, OK;Oneonta, AL;Morristown, TN;Seymour, TX",1914,-95.1167;-86.4667;-83.2833;-99.25,35.25;33.9333;36.2;33.5833
1913-Worlde-MTS,Seven-shape Aikin,"Dallas, TX",1913,-96.8,32.7833
1913-Redemp-MTS,Seven-shape Aikin,"Nashville, TN",1913,-86.761,36.154
1913-Planta-MTS,Round,"Philadelphia, PA",1913,-75.15,39.95
1913-Newson-MTS,Seven-shape Aikin,"Lenoir, NC",1913,-81.5333,35.9
1913-Gospel-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1913,-87.3333,35.2333
1912-Window-MTS,Seven-shape Aikin,"Athens, GA",1912,-83.3667,33.95
1912-Sunnys-MTS,Seven-shape Aikin,"Dalton, GA;Dallas, TX",1912,-84.9667;-96.8,34.7667;32.7833
1912-Songso-MTS,Round,"Cincinnati, OH",1912,-84.45,39.15
1912-Songan-MTS,Round,"New York, NY;Cincinnati, OH",1912,-74;-84.45,40.7;39.15
1912-Newrev-MTS,Seven-shape Aikin,"Dalton, GA;Dallas, TX;Chattanooga, TN",1912,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1912-Harpof-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1912,-87.3333,35.2333
1912-Eureka-MTS,Seven-shape Aikin,"Stigler, OH
Carrollton, GA
Cullman, AL",1912,-86.8333,34.1667
1912-Alexan-MTS,Round,"New York, NY
London, United Kingdom",1912,.10203,51.52393
190x-Vaugha-MTS,Seven-shape Aikin,"Athens, GA",1911,-83.3667,33.95
1911-Songso-MTS,Seven-shape Aikin,"Dayton, TN",1911,-85,35.4833
1911-Quarte-MTS,Seven-shape Aikin,"Fort Worth, TX",1911,-97.3167,32.7167
1911-Jewels-MTS,Round,"Cincinnati, OH",1911,-84.45,39.15
1911-Crowni-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1911,-87.3333,35.2333
1910-Voices-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1910,-87.3333,35.2333
1913-Happyv-MTS,Seven-shape Aikin,"Bethlehem, GA",1910,-83.7,33.9167
1909-Window-MTS,Seven-shape Aikin,"Athens, GA;Mt. Sylvan, TX",1909,-83.3667;-95.4667,33.95;32.45
1909-Newonw-MTS,Seven-shape Aikin,"Roanoke, VA;Logansport, IN",1909,-79.9333;-86.35,37.2667;40.75
1909-Evange-MTS,Round,"Philadelphia, PA;Boston, MA;New York, NY;Chicago, IL;St. Louis, MO;Dallas, TX;Atlanta, GA",1909,-75.15;-71.05;-74;-87.65;-90.1833;-96.8;-84.3833,39.95;42.35;40.7;41.85;38.6167;32.7833;33.7333
1909-Cumber-MTS,Seven-shape Aikin,"Nashville, TN",1909,-86.761,36.154
1908-Twelft-MTS,Round,"Louisville, KY",1908,-85.75,38.25
1908-Songso-MTS,Round;Seven-shape Aikin,"Cincinnati, OH",1908,-84.45,39.15
1908-Gesang-MTS,,"St. Louis, MO;Chicago, IL",1908,-90.1833;-87.65,38.6167;41.85
1907-Select-MTS,Round,"New York, NY;Chicago, IL;Atlanta, GA",1907,-74;-87.65;-84.3833,40.7;41.85;33.7333
1907-Pilger-MTS,Round,"Cincinnati, OH;New York, NY",1907,-84.45;-74,39.15;40.7
1907-Patton-MTS,Seven-shape Aikin,"Dalton, GA;Dallas, TX",1907,-84.9667;-96.8,34.7667;32.7833
1907-Organo-MTS,Round,"St. Louis, MO",1907,-90.1833,38.6167
1907-Happyd-MTS,Round,"Lawrenceburg, TN",1907,-87.3333,35.2333
1907-Bestof-MTS,Seven-shape Aikin,"Dayton, VA",1907,-78.9333,38.4
1906-Starof-MTS,Seven-shape Aikin,"Blountsville, AL;West Milton, OH",1906,-86.5833;-84.3167,34.0667;39.95
1906-Mehrst-MTS,Round,"St. Louis, MO",1906,-90.1833,38.6167
1906-Living-MTS,Seven-shape Aikin,"Nashville, TN",1906,-86.761,36.154
1906-Gladho-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",1906,-97.1333;-90.0333,31.5333;35.1333
1906-GVhymn-MTS,Seven-shape Aikin,"Columbia, TN;Cincinnati, OH;Louisville, KY",1906,-87.0333;-84.45;-85.75,35.6;39.15;38.25
1905-Winnow-MTS,Seven-shape Aikin,"Bethlehem, GA",1905,-83.7,33.9167
1905-Soulso-MTS,Round,"Waco, TX;Chattanooga, TN",1905,-97.1333;-85.3,31.5333;35.0333
1905-Songs2-MTS,Seven-shape Aikin,"Waco, TX;Memphis, TN",1905,-97.1333;-90.0333,31.5333;35.1333
1905-Songs1-MTS,Round,"New York, NY;Boston, MA;Pittsburg[h], PA;Detroit, MI;Cincinnati, OH;Chicago, IL;Kansas City, MO;San Francisco, CA",1905,-74;-71.05;-79.9833;-83.0333;-84.45;-87.65;-94.5667;-122.4167,40.7;42.35;40.4333;42.3167;39.15;41.85;39.0833;37.7667
1905-Eureka-MTS,Seven-shape Aikin,"Stigler, Indian Territory",1905,-95.1167,35.25
1904-Sunlig-MTS,Seven-shape Aikin,"Hot Springs, AR",1904,-93.05,34.5
1904-Songso-MTS,Round,"Philadelphia, PA;New York, NY;Chicago, IL;St. Louis, MO;San Francisco, CA",1904,-75.15;-74;-87.65;-90.1833;-122.4167,39.95;40.7;41.85;38.6167;37.7667
1904-Practi-MTS,Seven-shape Aikin,"Dayton, VA",1904,-78.9333,38.4
1904-Perrys-MTS,Seven-shape Aikin,"Waco, TX; Chattanooga, TN",1904,-97.1333;-85.3,31.5333;35.0333
1904-Living-MTS,Seven-shape Aikin,"Nashville, TN",1904,-86.761,36.154
1903-Hymnso-MTS,Round,"Macon, GA",1903,-83.6167,32.8333
1902-Primit-MTS,Seven-shape Aikin,"Luray, VA;Danville, IN",1902,-78.45;-87.0833,38.65;39.25
1902-Gemsfo-MTS,Seven-shape Aikin,"Douglasville, GA",1902,-84.7333,33.75
1902-Favori-MTS,Round,"Kansas City, MO",1902,-94.5667,39.0833
1902-Bibles-MTS,Seven-shape Aikin,"Cincinnati, OH",1902,-84.45,39.15
1901-Window-MTS,Seven-shape Aikin,"Bowman, GA",1901,-83.0167,34.2
1902-Songso-MTS,Seven-shape Aikin,"Dayton, VA",1901,-78.9333,38.4
1901-Psalms-MTS,Nil,"Richmond, VA",1901,-77.45,37.55
